"Jorge Sáenz","Conocía a Carlos como alumno mío de Derecho Administrativo, pero confieso que no descubrí ahí sus talentos. Poco tiempo después comenzó a desplegarlos como colaborador del también inolvidable Jorge Bacqué, entonces titular de Introducción al Derecho y referente del grupo Gioja, que nos alertó sobre la aparición de un joven de excepción que, en rigor, se inclinaba por el Derecho Penal. Paralelamente comenzó con sus aportes sobre Teoría General, que culminaron en los célebres cuatro cuadernillos, y luego en su brillante ""Introducción al Análisis del Derecho"". Para entonces ya formaba parte de la plana mayor del Instituto de Filosofía, en cuyo marco lo conocí bien, ya que compartimos muchas iniciativas institucionales, durante las que aprendí a pasar jornadas más largas de lo previsto, por su conocida vocación de polemista sin límites de tiempo ni de argumentación. Con el retorno de la democracia, además de sus responsabilidades cruciales en el juicio a las juntas y el diseño constitucional, participó de las reuniones -como siempre, interminables-, que organicé como Decano para la reforma del plan de estudios y la creación de la materia Derechos Humanos y Garantías. Ambas cosas fueron aprobadas con su generoso aporte y el respaldo de la más alta jerarquía intelectual que ya por entonces ostentaba. Le ofrecí la dirección del Instituto de Investigaciones de nuestra Facultad, que no aceptó porque estaba dedicado a tiempo completo al Consejo para la Consolidación de la Democracia. Tuvimos una relación amistosa y de encuentros frecuentes, hasta su prematura e inesperada muerte, que nos llenó de dolor."
"Juan González Bertomeu","Hace unos días, alguien recordaba el siguiente poema atribuido a Manuel Mujica Lainez (“A un joven escritor”): 
*Inútil es que te forjes* 
*idea de progresar* 
*porque aunque escribas la mar* 
*antes lo habrá escrito Borges*. 

Podríamos tomarlo como inspiración, y ofrecer imprudentemente este otro: 

*Al ilustre jurista latino,* 
*que sueña con transformar,* 
*al cerrar los libros de Nino* 
*¿qué le queda por inventar?* 

O aun este otro más coloquial: 

*Difícil no bajar los brazos* 
*para el académico argentino* 
*viendo cómo el gran Nino* 
*clavó semejantes golazos.*"
"Mariela Puga","Cuando llegué a Buenos Aires Carlos Nino había muerto hacía unos pocos años. Yo empezaba una Maestría en la Universidad de Palermo, y veía cierta melancolía agridulce en los ojos de sus directores, Roberto Saba y Martín Böhmer, cada vez que contaban que fue Nino quien había impulsado la idea de esa Maestría. El afecto entrañable con el que se continuaba con su obra, fue lo primero que conocí de él. La Maestría era algo increíble, y se transformó en todo mi mundo por varios años. Cada curso era una aventura sin fin, cada clase una exaltación de los sentidos devenida de la genialidad de esta cofradía en duelo, los llamados Nino Boys y sus amigos. Marcela Rodríguez, Roberto Gargarella, Carlos Rosenkrantz, Martín Böhmer, Gabriel Bouzat, Marcelo Alegre, Martín Farrell, Jaime Malamud Goti, en fin. Tenía ese ritual de encontrarse a debatir y pensar, al que me fui acostumbrando como a respirar. Un día me acerqué al proyecto de la Fundación Nino, para descubrir que era la pantalla de un plan maestro de Reforma del Estado, durante un tiempo estuve en una consultoría de políticas públicas que tenían otros miembros de la cofradía, y trabajé obsesivamente en la Clínica Jurídica, descubriendo ahí la magia de nuestra profesión; trabajé con alguno de ellos como asistente de investigación, y con otros que eran funcionarios públicos. Aprendí a habitar cerca de la singularidad de esas miradas que los unía, en sus propias peculiaridades. Me contaron decenas de anécdotas de Nino, desde sus escritos arriba de aviones, a su desprecio por los deportes. Sus discípulos/as devinieron mis maestros/as, sus amigos, mis amigos… Cuando enfrenté a “Ética y Derechos Humanos”, tuve que dedicarle dos meses de lectura tirada en la alfombra de mi monoambiente porteño. Me levanté, cuerpo y mente enrojecidos, como una nueva gramática incorporada a la piel, unos anteojos de sentido para hablar la lengua del derecho. Mi amigo Maurino, que se iba convirtiendo más rápido que yo a la fe deliberativista, me hizo chocar un día con “Introducción al análisis del derecho”. Dos ex estudiantes de la Docta nos llenamos de furia: tiramos al piso los libros de introducción al derecho y filosofía de Córdoba, y empezamos a patearlos por el piso del departamento. ¡¡¡Tanto tiempo perdido con las preguntas equivocadas!!! Dolía y liberaba a la vez. Y así iba a ser con cada texto de Nino. Lo comenzaba escuchando el bajo de Psycho Killer (Talking Heads) en mi cabeza, sabiendo que se venía un punto de inflexión, una anécdota en sí misma, un instante que duraría más que otros. Hoy hay decenas como yo. Obsesionados con entender y construir con otros que comparten la fe en la argumentación moral, y con el instinto de pensar al derecho en grande, como el que Nino inspiró en sus Nino Boys. Somos una onda en una larga oleada de un mar que no tiene previsto amansar. Somos un montón los que no conocimos a Nino, pero lo heredamos."
"Eduardo Jorge Prats","No tuve la dicha ni el privilegio de conocer a Carlos Santiago Nino, pero a través de mi caro amigo Roberto de Michele supe de él y de su inmensa obra. Sus Fundamentos de Derecho Constitucional me marcaron profundamente y ello es visible desde la primera edición (2003) de mi manual de derecho constitucional cuyo texto comencé a elaborar en 1996 bajo su notorio influjo -el que es ostensible, por sólo citar un ejemplo, cuando incorporo y desarrollo su fascinante analogía de la Constitución como catedral en contraste con la Constitución como novela en cadena de Dworkin.  Mi querida amiga Silvina Ramírez me presentó a finales de los 90 del siglo pasado al buen amigo Roberto Gargarella con quien tuve un primer memorable encuentro en un café en Buenos Aires gran parte del cual se nos fue discutiendo la obra de Nino y su aproximación a la democracia deliberativa, tema que ha sido también eje clave en la obra de Gargarella. Hoy Nino sigue siendo una referencia fundamental e insoslayable en filosofía del derecho y derecho constitucional. De modo que me uno también a los juristas argentinos amigos en el más que merecido homenaje que en el aniversario de su fallecimiento auspicia La Crítica del Derecho a este gran maestro del derecho de nuestra América ido a destiempo y del cual, me perdonan ustedes, me atrevo a sentirme póstumo discípulo dominicano a distancia."
"Cristian Puebla Fortunato","Una vez, un alumno me dijo: “Le puse Nino a mi gato”. Otro expresó: “Nino está God, profe”. Las tomé también como homenaje, porque me han contado que Nino escuchaba cada pregunta, cada comentario de sus estudiantes, los valoraba y convertía esas intervenciones en el punto de partida de una enseñanza. Quizás por eso su obra sigue provocando conversaciones incluso entre quienes no compartimos con él un aula ni un tiempo. Nino es un legado notorio. Basta observar quiénes hablan de él y, sobre todo, cómo lo hacen. Su nombre es inseparable de la democracia, la Constitución, de cierta manera latinoamericana de pensar el derecho y de una bisagra en la lucha por los derechos humanos. Pero Nino es, ante todo, conversación: nos enseñó que el derecho no está radicalmente determinado por sus textos, pero tampoco es moralmente superfluo. Entre ambas paradojas aparece la práctica colectiva de justificar nuestras decisiones frente a los demás. Soy de aquellos que conocieron a Nino a través de quienes lo conocieron. Sigo siendo estudiante de sus textos, espectador de las anécdotas que todavía se cuentan sobre él y, finalmente, admirador de una obra que nunca deja de interpelarme. Como en aquella catedral que ninguna generación comienza ni termina por completo, cada uno recibe una construcción inconclusa y asume la responsabilidad de continuarla. Tengo la suerte de creer en el derecho porque personas como Nino hicieron posible seguir creyendo en él. Su obra es la primera letra mayúscula de una frase que no termina, una invitación permanente a pensar, conversar y construir con otros. Nino no es solamente el camino que quisiera seguir, sino también una forma de transitarlo."
"Nicolás Dassen","Me siento descendiente directo de los Nino Boys. La formación de aquel grupo de jóvenes, que casi por fortuna…., por estar en el momento preciso…, estudió derecho en una etapa crucial de la vida institucional de nuestro país, debe ser uno de los grandes orgullos que nos dejó Nino. Igual, o más que sus libros. Tuvo un efecto multiplicador. Hoy, la cantidad de personas que participan de esta publicación en lacritica.ar es evidencia de ello. Sobre su obra, “Un país al margen de la Ley”, me supo explicar mi indignación frente a la corrupción y mis ansias por una justicia independiente que con los años pude canalizar profesionalmente junto con Roberto de Michele y brevemente con Marcela Rodriguez en el barro del Consejo de la Magistratura. Los “Fundamentos del Derecho Constitucional”…, una obra maestra que me enseñó el verdadero concepto de la libertad y la autonomía personal, me ayudo a razonar con argumentos, y no a los gritos, ni desde posiciones de autoridad como me asusta ver ahora algunos debates de política pública. Pude enseñar derecho constitucional gracias a la generosidad de los herederos de Nino, y ahí va mi agradecimiento, a Gargarella, Saba, Bohmer, Rosenkrantz y Bouzat. Hay un concepto moral pay it forward —que en español suele traducirse como «cadena de favores»— que significa responder a una ayuda recibida haciendo algo bueno por otra persona. Eso es lo que me inspiró Carlos Nino y sus herederos. Formar cada vez más gente para difundir sus valores e ideales."
"Alejandro Chetham","Me cuenta Tito Mansur que conoció a Carlos Nino en las escalinatas de Tribunales, por un amigo en común. A pesar de que venían de mundos distintos -Nino de su doctorado en Oxford, Mansur de la militancia sindical peronista en La Plata-  la conversación fluyó en seguida, menos por las coincidencias que por las múltiples diferencias y discrepancias. Rápidamente se hicieron amigos y terminaron poniendo un estudio jurídico juntos en la habitación de servicio del consultorio del padre de Nino: un cuarto con una división precaria que separaba el ""despacho"" de la ""recepción"".  Ellos se la pasaban conversando al fondo hasta que se anunciaba la llegada de algún cliente preguntando por alguno de los dos. El acuerdo era entonces que el otro debía salir rápidamente, simulando ser un cliente que había ido a llevar un asunto. Alberto ""Tito"" Mansur tuvo luego una labor muy destacada como titular de la Secretaría de Asuntos Legales de la CONADEP."
"Maximiliano Carrasco","A fines de los 2000 estaba cursando mis primeros posgrados en derecho y tuve como profesores a Roberto Saba y a Marcelo Alegre. En sus clases leí textos que me llamaron mucho la atención, tanto de ellos como de Roberto Gargarella. A su vez, vinculado con mi primer trabajo en el Estado, también en los 2000, había conocido a dos profesionales brillantes, a quienes siempre me interesaba escuchar: Marcela Rodríguez y Diana Maffía. Al tiempo de ir conociendo más los recorridos de estas personas destacadas del derecho y la filosofía, a quienes considero referentes, supe que habían compartido distintos espacios de formación y/o de trabajo con el reconocido jurista argentino Carlos Santiago Nino. Ya en la década siguiente, en el marco de la cátedra de derecho constitucional de Roberto Gargarella, a la que ingresé en 2011, mis lecturas de textos de Nino comenzaron a hacerse más frecuentes. Estas lecturas formaban parte de seminarios organizados por Roberto e integraban los programas de cursos en que fui ayudante y luego de otros a mi cargo. Así, los principios de autonomía personal, inviolabilidad y dignidad pasaron a resultarme cada vez más familiares, al igual que la internalización de la concepción deliberativa de la democracia. También con los años fui sumando lecturas de diferentes autores y autoras que, como Gustavo Maurino, Romina Faerman o Silvina Álvarez, entre otros/as, retoman a Nino e invitan a seguir pensando, con sus valiosos aportes. Estos aprendizajes trato de llevarlos siempre a las aulas, y también me acompañan en mi manera de entender distintas situaciones y de pensar el alcance de los derechos y las políticas públicas. Hay, ciertamente, mucho de Nino —de su obra, de quienes se formaron con él y de quienes continúan desarrollando e interrogando su legado— en esa manera de mirar y pensar el derecho."
"Patricio Nazareno","Es muy difícil que los abogados de mi generación hayamos conocido a Nino. Así y todo, todavía más difícil es no conocerlo, especialmente para quienes tenemos intereses académicos en derecho constitucional y filosofía. Ya sea por su obra, por su rol en nuestra historia política, o a través de su numerosa prole intelectual, nos llegó como el profesor que tuvimos aún sin habernos nunca sentado en su clase. Lo que más me llama la atención de él es el rango de su obra, la variedad de sus contribuciones. Desde sus inicios como filósofo del derecho puro y duro, con interés adicional por la filosofía del castigo, hasta convertirse en un teórico de referencia para el constitucionalismo y los derechos humanos: siempre con contribuciones de alta calidad y todo ello dentro de un lapso de carrera obviamente compacto. Owen Fiss una vez me contó una anécdota que siempre relacioné con esto (seguramente la reproduzco con fidelidad cuestionable). Parece ser que Nino comienza a dictar clases en Yale, y nota que sus alumnos no se excitaban tanto con los temas y discusiones, como si no les parecieran interesantes. Aprovecha para pedirle su opinión a Owen, quien a su vez le consulta sobre qué había estado enseñando. Nino le comenta que había dedicado un buen tiempo a la teoría de Kelsen. La expresión facial con la que Owen reprodujo para mi un cuarto de siglo después su propia reacción a oír esto fue hilarante. (Por poner contexto, Kelsen era por entonces un referente central para la teoría jurídica europea continental y latinoamericana en la que Nino se había formado, pero nunca tuvo prédica en norteamérica, a pesar de haber sido profesor allí por muchos años, porque sus preguntas y enfoque bastante árido estaban muy lejos del interés dominante allá). Owen le transmitió que esos temas eran quizás poco atractivos y le dijo algo así como “Carlos: fuiste el arquitecto jurídico del proceso de justicia más importante en el mundo desde la postguerra—la facultad te contrató porque principalmente le interesa eso de vos, los alumnos quieren escucharte sobre eso.” Huelga decir que Nino hizo los ajustes del caso y continuó dictando cursos exitosos en New Haven por varios años. Pero la ductilidad que quiero subrayar no es sólo en su faz de docente. Nino fue a integrar una comunidad de diálogo en la cual los temas y discusiones con que se había formado y conseguido su prestigio tenían trascendencia prácticamente nula. Aún así, consiguió adentrarse en discusiones nuevas, participar activamente y en pocos años llegar a contribuir a las mismas con obras más que respetables (tristemente, póstumas). Por supuesto, las referencias a Kelsen no desaparecieron del todo de su obra. Pero me parece —o quiero creer— que ese giro incidió en su estrategia académica. Si hasta entonces parecía que su táctica era iluminar la práctica desde la teoría (tan filósofo, él); desde allí parece empezar a recorrer el camino inverso y a usar su “perspectiva de trinchera” como disparador para repensar el derecho. Parece que funcionó porque, de pasada, le sirvió para fundar el campo de estudios de justicia transicional con Juicio al Mal Absoluto (1996)."
"Rodolfo Vázquez","Unos meses antes de su partida hablé por teléfono con Carlos Nino y confirmamos su visita a México para participar en el Seminario Eduardo García Máynez sobre Teoría y Filosofía del Derecho. Se mostró entusiasta y complacido por la invitación, y con la posibilidad de regresar a México y renovar sus viejas amistades. Programamos el seminario para septiembre u octubre de 1993, y el tema que propuso fue en torno a la Democracia deliberativa. Me preguntó si el tema me parecía adecuado. ¿Qué podía responderle a quien fue nuestro referente teórico y práctico en un momento en el que México transitaba con grandes dificultades hacia una democracia? No deja de sorprenderme año con año la frescura y la profundidad de su pensamiento en una obra que se antoja inagotable e imperecedera."
"Leo Pitelvnik","Después de no encontrarme del todo a gusto en la Facultad de Derecho, cursé Introducción (o Filosofía del derecho, no recuerdo cómo se llamaba) y descubrí el libro de Nino y las clases de María Eugenia Urquijo. Si iba a ser abogado, quería   ser como ellos. Ingresé al seminario de la cátedra, en el Gioja, donde discutíamos con él los capítulos de su Ética y Derechos Humanos recién salido.  Tenía una infinita capacidad para guiar un debate, para dar razones, exprimir argumentos, para convertir en un interrogante poderoso la pregunta más insulsa de cualquiera de los estudiantes asombrados que nos reuníamos alrededor de una mesa en un pequeño salón del 1er piso de la facultad. Horizontal y llano. Pronunciaba raro las “r”. Se sacaba un pañuelo arrugado del pantalón para pasárselo por la frente cuando hacía calor. Un tipo querible hasta el caracú. Después de entrar a tribunales, me alejé. Primero por un tiempo y después definitivamente.  Pero cada tanto me lo cruzaba por un pasillo o una escalera de la facultad y me preguntaba si iba a volver a la cátedra y para mí era Maradona, que todavía se acordaba de mí y me invitaba jugar un picado."
"Graciela Abutt Carol","“El derecho, como el aire, está en todas partes”, leí. Con el tiempo me di cuenta de que no hay mejor puerta de entrada al universo Nino, en el que el derecho nunca aparece aislado de la moral, de la política ni de la vida concreta de la gente. Cuando estudiante, los textos de Carlos S. Nino no formaban parte de los programas de estudios en la Facultad de Derecho de la Universidad Nacional de Tucumán. Circulaban por otro carril, sin cátedras, entre nosotros, sedientos de debate y crítica. Los argumentos de Nino llegaban sin autoridad que los sostuviera. Horacio Madkur, Pablo Buccianti, Oscar Flores, los siempre dispuestos a conversar sobre las ideas de Nino y, en particular, lo colosal de su aporte a la reconstrucción democrática argentina. Desde el Norte de la República, Nino se leía tal vez distinto. “Un país al margen de la ley” era el paisaje tucumano. La lectura de “Juicio al Mal Absoluto” tenía otra textura en la provincia gobernada por Bussi. Sus nociones de autonomía dignidad e igualdad se llenaba de sentido cuando se las pensaban desde Tucumán, Sgo del Estero, Salta, Jujuy. Como en su imagen de la catedral inacabada, me gusta creer que Nino inició una (ésta!) comunidad jurídica para impulsarnos a seguir pensando el derecho, la democracia, la Constitución y tantos otros temas."
"Ivana Piccardo","Esa cara de niño feliz, jugando seriamente. Sí, la foto de Carlos Santiago Nino junto al ex presidente Raul Alfonsín y el momento histórico que captura esa imagen: documentos en papel que encierran uno de los aportes más nobles de la democracia recuperada; el Consejo para la Consolidación de la Democracia. Dos hombres felices que encarnaban una esperanza serena; sin estridencias, sin pretensiones refundacionales. Un espejo posible. Un espejo anhelado. Un espejo necesario. No conocí personalmente a Carlos Nino. Crecí entre ideas sobre Nino y arrebaté mi propio imaginario estudiando en silencio su obra. De todas las atalayas que Nino construyó, necesito a menudo recurrir a dos; quizás los desencantos que nos atraviesan, y que pulsan por clavar anclas, me orientan hacia ellas. Como pocos, Nino nos enseñó a mirar fino al explicar  los motivos del fracaso del liberalismo político en nuestro país: mientras nos enfocamos en experimentos más o menos apropiados para  fortalecer el federalismo y diseñar arreglos distributivos, nos olvidamos de qué estamos hechos. La segunda, esa paradoja sobre la “aparente irrelevancia de la constitución”. Entonces, Nino ubicaba su preocupación en la constante retórica que no se correspondía con nuestras prácticas y nos interpelaba en el exacto punto de partida:  vigilar que la Constitución fuera la clave argumentativa para orientar la política. Hoy se pretende desmantelar la idea misma de constitución, vaciar hasta la retórica. El desafío es diferente y, en múltiples sentidos, mayor. Este homenaje, acaso un buen momento para repasar su pensamiento una y otra vez, impone  girar la luz hacia aquello que hoy resulta impostergable: no dejar en manos de vándalos ocasionales los destinos de nuestro pueblo. Hagamos el ejercicio colectivo de recordar las lecciones de Nino, y sus dudas y sus apuestas, sus temores, sus convicciones. Tenemos muchos hilos de qué tirar. Estamos a tiempo de ser felices seriamente."
"María Luisa Rodríguez Peñaranda","El libro “La Constitución de la democracia deliberativa” de Carlos Santiago Nino llegó a mis manos durante mi doctorado hace 25 años atrás cuando investigaba sobre la democracia deliberativa como un paso más de la participativa. Su trabajo claro, meticuloso y preciso me ayudó no solo a entender en mi lengua materna las principales aristas de la democracia deliberativa liberal, sino también a tomar una posición republicana que no era necesariamente contemplada por el autor, pero que gracias a su extraordinaria explicación pude deslizarme a otras discusiones teniendo la tranquilidad de contar con una gran referencia para avanzar. Creo que eso es lo que hacen los grandes autores, no cerrarnos las puertas para continuar, en vez de ello nos dan un piso sólido y firme para seguir más allá de ellos mismos.  "
"Manuel Atienza","Conocí a Carlos Nino en el verano de 1976, en Oxford, pero ya antes había leído su obra (lo que había escrito hasta entonces), porque en ese año yo estaba terminando de escribir una tesis de doctorado sobre la filosofía del Derecho en Argentina. Luego tuve, hasta su muerte (recuerdo haber estado cenando en su casa el día anterior al de su fallecimiento), un estrecho contacto con él. En los años 80, entre los iusfilósofos latinos (esencialmente, argentinos, italianos y españoles) de formación analítica hubo muchísimos encuentros y discusiones que llevaron a que se abrieran dos líneas fundamentales de pensamiento: la más  estrictamente analítica, liderada por Eugenio Bulygin, y la más abierta, representada sobre todo por Carlos Nino y en donde siempre estuvimos situados los que formábamos parte del grupo de Alicante. Owen Fiss ha manifestado en varias ocasiones que, en su opinión, Nino habría sido el filósofo del Derecho latinoamericano más importante de la historia. Yo añadiría que Carlos Nino ha sido también uno de los más importantes a nivel mundial de la segunda mitad del siglo XX. A pesar de que solo fuera unos pocos años mayor que yo, siempre lo he considerado como uno de mis maestros. Y creo que su aportación fundamental ha consistido en saber unir, pero sin confundir, los tres grandes sectores de la razón práctica: el Derecho, la moral y la política."
"Pablo Buccianti","Tal vez por una de esas discretas decisiones del azar, en mi primer año de Derecho en la Universidad Nacional de Córdoba cursé en la cátedra de Introducción al Derecho de un profesor entusiasta que, en aquella primavera democrática, eligió como única brújula bibliográfica el libro Introducción al análisis del derecho. Acaso sin que él lo supiera, a Gerardo Maristany le debo que mi alfabetización jurídica quedara desde el comienzo entrelazada con el pensamiento de Carlos Santiago Nino. Desde entonces, ese ADN ninista acompaña mi manera de mirar el derecho y sostiene mi fe en esa utopía razonada que el derecho promete."
"Victor Ferreres Comella","Tuve suerte dos veces. La primera ocasión fue cuando ingresé como estudiante de licenciatura en la facultad de Derecho de la Universidad de Barcelona en 1985. La profesora que me tocó en la asignatura de filosofía del Derecho, Francesca Puigpelat, nos hizo leer, como libro básico para todo el curso, “Introducción al análisis del Derecho” de Carlos Nino. Devoré el libro con fruición. Lo he leído múltiples veces. El impacto que tuvo en mi formación fue formidable. Sostengo con firmeza que los juristas de este mundo se dividen en dos grupos: los que han leído el libro de Nino y los que no. La segunda vez que me sonrió la fortuna fue cuando, habiendo sido admitido en el programa de doctorado de la Yale Law School en 1992, pude asistir a las clases que impartía allí Carlos Nino como profesor visitante. Fue en Yale donde tuve el privilegio de conocerle personalmente. Me impresionó su sabiduría, su rigor y su brillantez dialéctica. Descubrí, además, a una persona muy entrañable, con la que era fácil entablar una relación que se podía transformar pronto en una profunda amistad. Me invitó a su casa, conocí a su mujer, Susana, fuimos juntos a conciertos. Me recibió incontables veces en su despacho para hablar de mi tesis. En esos momentos, Nino estaba enfrascado en los desarrollos de su teoría de la democracia deliberativa, y se mostró interesado en el tema de mi investigación, que versaba sobre las relaciones entre justicia constitucional y democracia. Su repentino fallecimiento en 1993 impidió continuar una conversación que me habría iluminado en direcciones insospechadas. Aunque su obra es inmensa y su influencia ha sido grande, es motivo de tristeza caer en la cuenta de que su muerte prematura frustró una gran cantidad de proyectos intelectuales que tenía en mente. Muy a menudo, con motivo de la discusión de los asuntos jurídico-filosóficos más variados, me pregunto: ¿qué habría dicho Nino sobre esto? Somos legión los que le echamos de menos."
"Marcelo Ferrante","No fui alumno de Carlos Nino—murió apenas antes de que me tocara sumarme a uno de sus cursos en la Universidad de Buenos Aires. Sin embargo, no sé si con razón, me siento uno de sus (tantos) herederos. Su aura, su prédica y los textos que en esos días devoraba hambriento instalaron en mí la idea de que el conocimiento del derecho no tenía fronteras; que estuviéramos en donde estuviésemos, cualquiera que fuera nuestra historia, a fuerza de curiosidad, razones y argumentos, podíamos pararnos sobre los hombros de otros, ver un poco más allá, intentar que otros vieran con nosotros y, por fin, ofrecer también nuestros propios hombros a quienes venían después. A mí y a muchos otros nos hizo creer que esa forma de entender el conocimiento y el trabajo académico en el campo del derecho era además la regla. Un día, demasiado pronto, supe que Nino había sido una excepción extraordinaria. Un gigante. Qué tragedia que nos dejara tan pronto. Sí, apenas antes de que me tocara sumarme a uno de sus cursos en la Universidad de Buenos Aires. No fui su alumno, ¡mierda!"
"Andrea Schuster","Sabemos que Nino tenía una concepción racionalista de la discusión moral, y que argumentó acerca de la existencia de un conjunto de presupuestos formales que están detrás de la práctica, que la habilitan y la hacen posible. Lo que Nino no pudo saber es que en 2025, cuando Gustavo Maurino y yo nos sentamos a grabar un podcast sobre “Ética y derechos humanos”, había algo más que esos presupuestos detrás de la conversación. Había una admiración compartida por quien sigue siendo, generación tras generación, el maestro de todos nosotros. Si bien su teoría no admitiría este cariño como razón justificatoria en el discurso moral, el cariño explica, en parte, que la conversación existiera. Es que ese afecto nos permite seguir apostando, a pesar de la adversidad del contexto y la coyuntura, a la discusión racional sobre los temas que le preocupaban y que nos preocupan a muchos de nosotros."
"Leandro Mega","Ser estudiante de Derecho no siempre significa tener en claro para qué sirve sirven las leyes ni qué significa ejercerlas. Durante los primeros años de facultad vivía rodeado de dudas, cuestionándome si debía seguir en las leyes o migrar hacia alguna disciplina con mayor carga de pensamiento analítico. Todo cambió cuando un joven adscripto de Derecho Constitucional —de quien sigo siendo amigo hasta hoy— me recomendó una obra central: Fundamentos de derecho constitucional, de Carlos Nino. Recuerdo la reacción de mi grupo cuando intentamos abordar el libro para un trabajo práctico. A todos nos impactó la profundidad con la que el autor conectaba la justicia, la moral y la teoría jurídica, uniendo con maestría las áreas que me apasionaban. Mientras que para muchos esa complejidad resultaba un obstáculo, para mí fue un estímulo decisivo. Esa rigurosidad teórica es el motivo por el cual Nino sigue siendo un autor de estudio obligatorio. A mí, en particular, me dio el impulso necesario para confirmar mi rumbo académico y recibirme con la certeza de haber encontrado una vocación"
"Tomás Marino","No conocí personalmente a Carlos Nino. Entre su tiempo y el mío hay una distancia generacional inmensa. Lo conocí, en cambio, a través de su obra: una forma distinta —y, en algún punto, fascinante— de encontrarse con alguien. Supe de él a poco de iniciar mi carrera de grado; me di cuenta que los docentes de Teoría General del Derecho encontraban en Nino una autoridad moral y técnica difícil de empardar. Y tenían razón. Nino fue el primer autor que empecé a leer al margen de cualquier bibliografía de aula. Me costó conseguir “Un país al margen de la ley” (1992) y, cuando finalmente llegó a mis manos, su lectura me produjo un impacto tan profundo como angustiante: saber que todos formamos parte de una anomia boba que atraviesa nuestra vida común y nos mueve con una sonsa inclinación a apartarnos de las reglas en busca de ventajas individuales, sin advertir los costos colectivos inmensos y el daño institucional que genera. Luego, casi por accidente, me encontré con “Consideraciones sobre la dogmática jurídica” (1974) que difundía la UNAM en forma digital y gratuita. Un texto que me resultó fascinante y me permitió leer desde otro lado —y con algún escepticismo metodológico— a los tratadistas de derecho privado que disimulan sus propios criterios morales y compromisos ideológicos bajo el ropaje de la lógica y de la pretensa objetividad. Creo que de una u otra manera Nino ha sido y sigue siendo una compañía permanente en mi vida. A veces sin darme cuenta. Mi hijo de seis años me pregunta todo el tiempo sobre el derecho; sobre aquello a lo que me dedico. En particular, le intriga por qué todo siempre se vincula con alguna regla que alguien cumple o incumple. El interrogante es tan tierno como lúcido. Cuando el tiempo apremia y siento que ninguna respuesta termina de convencerlo, suelo usar una frase que no es mía, pero que le saca una sonrisa y lo deja contento: “Feli, el derecho es como el aire: está en todas partes”."
"Adela Seguí","No conocí a Carlos Nino ni fui su discípula. Y siempre sentí una suerte de sana envidia por quienes tuvieron ese privilegio y a quienes conocí mucho tiempo después de su muerte. El día en que murió yo estaba con Atilio Alterini. La noticia me atravesó el alma como una flecha que declaraba, de pronto, una oportunidad perdida para siempre. Me había formado en la Universidad Nacional de Tucumán durante los años del proceso, cuando la Filosofía del Derecho y el Derecho Constitucional eran, en nuestra formación, casi una vacancia absoluta. Desde lejos miraba con admiración ese extraordinario espacio de pensamiento que florecía alrededor de Nino en Buenos Aires y soñaba con acercarme. La juventud, la distancia y el trabajo profesional en Tucumán lo habían ido postergando. Su muerte hizo definitiva aquella postergación. Pero sus ideas sí llegaron hasta mí y guiaron una parte muy importante de mi recorrido. Me acompañaron en la gestión de la Facultad de Derecho, especialmente durante mis años como decana, y siguen haciéndolo hoy, cuando conduzco la Escuela Judicial que forma a los aspirantes a jueces de mi provincia. Por eso mi homenaje es, sobre todo, un agradecimiento: a Nino, por su grandioso pensamiento; y a sus discípulos, por haberlo mantenido vivo y por haber preservado una mística que permitió que, con el tiempo, muchos pudiéramos sentirnos parte de aquella conversación."
